,count,hate_speech,offensive_language,neither,class,tweet
8109,3,0,3,0,1,Baby I can make that pussy raaain OFTEN.
8110,3,0,3,0,1,"Baby I can make that pussy rain, often"
8111,3,0,3,0,1,Baby I can make that pussy rain... Often
8112,3,1,0,2,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""
8113,6,0,6,0,1,Baby girl your pussy looking so vacant....
8114,3,0,3,0,1,"Baby moanin , got me zone'nn &#128553; I want this bitch next me , pussy like ecstasy &#128166; ."
8115,3,0,3,0,1,Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell
8116,3,0,3,0,1,Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through
8117,3,0,3,0,1,Back #InHighSchool me and @NTGOnline used to have to stiff-arm bitches that kept tryna steal our fitteds
8118,3,0,3,0,1,"Back in America, and I've become a basic bitch again."
8119,3,0,3,0,1,Back in this bitch again....
8120,3,0,3,0,1,Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.
8121,3,0,3,0,1,Bad Asian bitch yea she look just like Kemora
8122,3,1,2,0,1,Bad bitch contest you in first place &#128175; http://t.co/c1cPZMzEQR
8123,3,0,3,0,1,"Bad bitch give good head, dumb bitch get hood rich"
8124,3,0,3,0,1,Bad bitch good head I think she ah keeper !
8125,3,0,3,0,1,Bad bitch http://t.co/XSpkccaypi
8126,6,0,6,0,1,Bad bitch on my line tryna give me brains
8127,3,0,3,0,1,Bad bitch pussy aquafina call her Crystalina
8128,3,0,3,0,1,Bad bitch selling molly I might take one
8129,6,0,5,1,1,Bad bitch with me and you kno that her ass is fat
8130,9,0,9,0,1,"Bad bitch, chest out......no wonder why Miss Righteous keeps on getting left out"
8131,6,0,6,0,1,Bad bitches ain't cheap
8132,3,0,3,0,1,Bad bitches aint cheap better pass her if u broke !!
8133,6,0,6,0,1,Bad bitches an good weed
8134,3,0,3,0,1,Bad bitches and good weed
8135,3,0,3,0,1,Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;
8136,3,0,3,0,1,Bad bitches every where
8137,3,0,3,0,1,"Bad bitches from Oakland, she could beeee a model"
8138,3,0,3,0,1,Bad bitches hate broke niggaz.
8139,3,0,3,0,1,Bad bitches in dirty ass houses &lt;&lt;&lt;
8140,3,0,3,0,1,Bad bitches in the pen make my toes curl
8141,3,0,3,0,1,Bad bitches is the only thing I like
8142,3,0,3,0,1,Bad bitches is the only thing that I like
8143,3,0,3,0,1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS
8144,6,0,6,0,1,Bad bitches is the only thing that i like
8145,3,0,3,0,1,Bad bitches is the only thing that like
8146,3,0,3,0,1,Bad bitches only
8147,3,0,3,0,1,Bad bitches only ... http://t.co/ceyb1b3rF0
8148,3,0,3,0,1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
8149,3,0,3,0,1,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out"
8150,6,0,6,0,1,Bad foreign bitch she a walkin Ferrari
8151,3,0,3,0,1,Bad lil bitch ain't never seen her
8152,3,0,3,0,1,Bad lil short fine bitch lil petite sumn
8153,3,0,2,1,1,Bae gotta bitch &#128514; whoops &#128564;
8154,3,0,3,0,1,Bae juss the new side bitch lingo u aint special hoe
8155,3,0,2,1,1,Bae made me deep fried Oreos &#128523;
8156,3,0,0,3,2,Bags Bags that's that bag money trash bag black and it's filled up with money
8157,3,0,3,0,1,Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . http://t.co/HFkTledkpa
8158,3,0,0,3,2,"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; http://t.co/XsGW1kSqCW"
8159,3,2,1,0,0,Bald head bitches think it's their time to prosper !
8160,3,0,3,0,1,Ball is life? No bitch bench is life &#128075;
8161,3,0,3,0,1,"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work."
8163,3,0,0,3,2,"Bank robber who wore zebra-print dress arrested, police say http://t.co/UUQ0bw6vju"
8164,3,0,1,2,2,Barkley is trash
8165,3,0,1,2,2,"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. http://t.co/9nBUrmTJ"
8167,3,0,0,3,2,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.
8168,3,0,0,3,2,Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY
8169,3,0,3,0,1,Basic bitch no chill &#128514;
8170,3,0,3,0,1,Basic bitches &amp; lame niggas &lt;
8171,3,0,3,0,1,Basic bitches everywhere
8173,3,0,2,1,1,Basic niggah in his basic clothing
8174,3,0,2,1,1,Basically saying that the pound doesn't belong to us and it's English... Greedy cunts
8175,3,0,2,1,1,"Basically, so...just do you. *shrugs* RT @CruzanChoklate: So if you're worried about being a ho or looking like one, good luck."
8176,3,0,0,3,2,Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool
8177,3,0,3,0,1,Bbl gonna go sob over gay bird babies.
8178,3,0,3,0,1,Bc I got too many bitches &#128514;&#128514;&#128514;
8180,3,0,3,0,1,Be a dog to these bitches bt be a KING TO YA QUEEN '
8181,3,0,3,0,1,"Be a girl with a mind, a bitch with an attitude and a lady with class."
8182,3,0,0,3,2,"Be fearful of the wrath of God in a country where many mock Christianity, embrace perversion, abortion, and bows to PC/multiculturalism."
8183,3,1,2,0,1,Be mean or rude to my little sister again and I'll kick your ass. It applies to all of you little snooty bitches. K thanks.
8184,3,1,2,0,1,Be my backbone every nicca need a spine
8185,3,0,3,0,1,Be trippin when I call you hoe but bitch you know I talk like Dat! -- @1future voice
8186,3,0,0,3,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
8187,3,0,3,0,1,"Bears game today bitches! Not to mention, lean and bud before the train ride lol :) #Goodday"
8188,3,1,2,0,1,Beat the pussy down like my nemesis
8189,3,0,3,0,1,Beat the pussy in so well her shit still hurting from a week ago
8190,3,1,2,0,1,Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies
8191,3,0,0,3,2,Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6
8192,3,0,3,0,1,Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen
8193,3,1,2,0,1,"Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life."
8194,3,1,2,0,1,Because a nigguh but don't mean you're pussy is bomb
8195,3,0,3,0,1,"Because at your local insurance agency, the customer is ALWAYS our bitch. #itakeshitfromnoone &#128079;"
8196,3,0,3,0,1,Because idk if your still tryna get with her again or not?... &#8212; bitch i might be http://t.co/FPJQpcH99K
8197,3,0,0,3,2,"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean"
8198,3,0,2,1,1,Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.
8199,3,0,3,0,1,Beefin ova bitches trade ya clip for Pom Poms
8200,3,0,1,2,2,Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck http://t.co/D6SBSYaNN2
8201,3,1,2,0,1,Been a trill nicca since a Lil nicca
8202,3,0,3,0,1,"Been a while since it's just been me solo at the crib, feeling kinda lonely like a hoe"
8203,3,0,3,0,1,Been hooping all day tired than bitch
8204,3,0,3,0,1,Been schooling these bitches since 92'&#128524;
8205,3,0,3,0,1,"Been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha"
8206,3,0,3,0,1,"Been told by a lot of people that I'm cool then a hoe, and that they don't understand why someone wouldn't like me"
8207,3,0,3,0,1,Beer ball isn't for pussies
8208,3,0,3,0,1,Before I let a pussy cut my hair I just will let it grow
8209,3,0,3,0,1,Before the madness with my single bitches. &#128527; http://t.co/FLDe7S4SLC
8210,3,0,2,1,1,"Behind every independent woman, is a pack of hating hoes"
8211,3,0,3,0,1,"Being a girl sucks. We have to deal with periods making us a bitch, shaving our legs on a daily basis, and worrying about what we eat."
8212,3,0,3,0,1,Being a hoe ain't cute #ijs
8213,3,0,3,0,1,Being a hoe is cute in 2014
8214,3,0,3,0,1,Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL http://t.co/W58Q6Hr20j
8215,3,1,0,2,2,"Being coons &#8220;@FatTravis_6200: At??? @TiFFANY_P0RSCHE: Y'all are amazing.""&#8221;"
8217,3,0,3,0,1,Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend
8219,3,0,3,0,1,Believe in the heart of the cards bitch.
8220,3,0,3,0,1,Believe it or not hoes get boring after awhile
8221,3,0,3,0,1,Ben will gett ya some pussy.. ben will get ya some head!
8222,3,1,0,2,2,Bengals kicker trash.
8223,6,1,5,0,1,Benzino is a bitch point blank period
8224,3,0,3,0,1,"Besides my sisters, this is one of two bitches you will always catch me with. http://t.co/FXZyCvvnPq"
8225,3,0,0,3,2,Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; http://t.co/9HFNSmaLcU
8226,3,0,0,3,2,Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB
8227,3,0,1,2,2,Best rider? That goes to a blaxican.
8228,3,0,0,3,2,Bet Charlie Strong has contacted Ridley
8229,3,1,0,2,2,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg"
8230,3,0,3,0,1,Bet you ain't gone @ em tho..&#128564;&#128514; RT @_SelfMadePhat_: Na why OOMF just tweeted that ?&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &amp; she know ha pussy WACK
8231,3,0,3,0,1,Betta ask round these streets bitch bout Jay
8232,3,1,2,0,1,Better keep ya shit n line nicca ...
8233,3,0,3,0,1,Better nip that shit in the bud early.
8234,3,0,3,0,1,Better play your part bitch don't be a smart bitch cuz I might have a change of heart
8235,3,0,3,0,1,Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.
8236,3,2,1,0,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ
8237,3,1,2,0,1,Beyonc&#233; more of a hipster bitch wit no hips these days
8238,6,1,4,1,1,Big G-Day s/o to @MauricePrice17 #FreeBoosie nicca lol!!!!!
8239,3,0,1,2,2,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
8241,3,0,0,3,2,"Big bird holds press conf claims ""he does not care for the letter f"""
8242,3,0,3,0,1,Big bitches be like &#8221; Im Thick&#8221; yea bitch atound the midsection
8243,3,0,3,0,1,Big black bitches out here arguing
8244,6,0,6,0,1,"Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs , big ass , pretty face = hoe."
8245,3,0,3,0,1,Big bro moose trying slide into these hoes DM's http://t.co/eVb17DyunT
8246,3,1,2,0,1,Big greenmile tweetin ass nicca
8247,3,0,3,0,1,Big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
8248,3,0,3,0,1,Big moe rn like a hoe haha yuhhhh
8249,3,0,0,3,2,Big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller http://t.co/UFmje1gk
8250,3,0,3,0,1,Big ol pussy Harrington blocked me again
8251,3,0,3,0,1,Big thick pretty bitch
8252,3,0,3,0,1,Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
8253,6,0,6,0,1,Biggie was and always will be the flyest cunt in rap. #biggie
8254,3,1,0,2,2,Bigots demand recount in #Idaho #gay rights ordinance referendum http://t.co/TorYEXxMwi #tcot #teaparty #teabaggers #lgbt
8255,3,0,2,1,1,"Bij vraag wat is d naam van de engels des doods,dacht eerst Robert.Ik:Israel..uhm iets met Gargamel,hoe heet die kat ook al weer..oja Azrael"
8256,3,0,3,0,1,Biker gang looking ass bitches with titty tats. Foh sons of anarchy.
8257,3,0,2,1,1,Bill Cosby stealing pussy
8258,3,1,2,0,1,Bill Romanowski is still a cunt. Who saw that one coming.
8260,3,0,3,0,1,Birthday today bitches and I gotta work :/
8261,3,0,3,0,1,Bitch I want my number back yo pussy mustard... oh yeah FUCK DAT BITCH TRUST ME! #DRO
8263,3,0,3,0,1,"Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. &#128527;"
8264,3,1,2,0,1,Bitch ain't u his lawyer y u thank ery body STFU kill dat bitch to
8265,3,1,2,0,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
8266,3,2,1,0,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
8267,3,0,3,0,1,"Bitch ass people are the first to call someone out for being a ""bitch"""
8268,6,0,5,1,1,Bitch bitch bitch
8269,3,1,2,0,1,"Bitch don't talk yo shit then, say you on papers when a bitch trinna get down &#9995;&#128514;&#128557; you a straight FAG BITCH foe dat. Scary ass hoe."
8270,6,2,4,0,1,Bitch duck on whore ass slut cunt ha Biden it's Gucci. Tho whatever. Nigea @mdsaab1 @t_jawad89
8271,3,2,1,0,0,"Bitch fuck yo nigga, what's up with that pussy!!?!"
8272,3,0,3,0,1,Bitch fuk wat a hater gotta say .......brickk ent ya bitch http://t.co/HuQVaNuWXH
8273,3,0,3,0,1,Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
8274,3,0,3,0,1,Bitch i wouldn't eat yah pussy wit another nigga tongue
8275,3,0,3,0,1,Bitch just sucked my dick and tried to give me sugar bitch get out
8276,3,1,2,0,1,Bitch killa gone be dacing in that bitch cdfu
8277,3,0,3,0,1,Bitch nicca talmbout a mf 3peat....Df y'all ain't da Lakers
8278,3,1,2,0,1,Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett ain't gon help yo funky ass texans
8279,3,0,3,0,1,"Bitch you frooooontin, bitch you frooooontin. Lol"
8280,3,2,1,0,0,Bitch you're the ugliest cunt ever.
8281,3,0,3,0,1,"Bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit."
8282,3,0,3,0,1,"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature &#128125;&#128514;"
8283,3,0,3,0,1,Bitches ain't shit but hoes and tricks
8284,3,0,3,0,1,Bitches always like you got hoes.. I be like duhh I'm tryna make you one of em &#128514;&#128514; nbs
8285,3,0,3,0,1,Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes
8286,3,0,3,0,1,"Bitches be 17 in the 9th grade talking about "" where my bae at ?"" No bitch , where ya credits at?"
8287,3,0,3,0,1,Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.
8288,3,2,1,0,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that
8289,3,1,2,0,1,Bitches be in they feelings to much like live bitch
8290,3,0,3,0,1,"Bitches be like ""Keep Calm I'm Single""........... first of all bitch, nobody was hype"
8291,3,1,2,0,1,"Bitches be like ""New Avi &gt;&gt;"" and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly."
8292,3,0,3,0,1,Bitches be like I want something real ... And I be like I want a bitch with real hair but we can't always get what we want now can we lol
8293,3,1,2,0,1,Bitches be like im nt beefing over a niggah smh
8294,3,0,3,0,1,Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit
8295,3,0,3,0,1,Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu
8296,3,1,2,0,1,"Bitches be screaming fuck they nigga, but get mad when another bitch fuck they nigga&#128533;"
8297,6,1,5,0,1,Bitches be sounding damnear retarded on tbh videos &#128514;&#128514;&#128514; nbs
8298,3,1,2,0,1,"Bitches be tambout ""my party""..... no bitch, its everybody party...."
8299,3,1,2,0,1,Bitches be trying to squash all beef wen they find out they pregnant! Some hoes dont give a fuck!
8300,3,0,3,0,1,"Bitches be watching me from other bitches pages; THATS RIGHT BITCH , TEAM WORK &#128079;&#128079;&#128079;"
8301,3,0,3,0,1,"Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player"
8302,3,0,3,0,1,Bitches bitches bitches
8303,3,0,3,0,1,Bitches can't fuck with my bitches they deadly
8304,3,0,3,0,1,Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.
8305,3,1,2,0,1,"Bitches complain about they baby daddies not being shit, but bitch you KNEW he wasn't shit you didn't HAVE to keep that baby you CHOSE to &#9995;&#128514;"
8306,3,0,3,0,1,Bitches corny with that not saving numbers shit I hate them hoes
8307,3,0,3,0,1,Bitches don't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches
8308,3,0,3,0,1,Bitches dont wann fxck me no more bitches wanna fxck all my bitches
8309,3,1,2,0,1,Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga
8310,3,0,3,0,1,"Bitches know they bitches, bitch."
8311,3,0,3,0,1,Bitches love beefing over a nigga that's always in other bitches faces.
8312,3,0,2,1,1,Bitches make me happy. RT @AsaAkira: Material objects make bitches happy #iPhone6 http://t.co/d1TbYtc7QB
8313,3,0,3,0,1,Bitches on me bout da lil flexin shit on snapchat &#128176;&#128176;&#128176;&#128176;&#128176;&#128514; bitch please
8314,6,1,5,0,1,Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa
8315,6,2,4,0,1,Bitches so stupid!!! Yal can't know how I'm bouta start popping bitches
8316,3,0,3,0,1,"Bitches swear up and down they pussy the best, but ain't."
8317,3,0,3,0,1,Bitches talmbout they limber got these bitches In limbo
8318,3,0,3,0,1,Bitches think they're slick but no matter how hard they try and hide it we can still tell if they're hoes or not
8319,3,0,3,0,1,Bitches will be bitches
8320,3,0,3,0,1,Bitches will be bitches.
8321,3,0,3,0,1,Bitches with kids are retarded
8322,3,0,3,0,1,Bitches with trash pussy always want unprotected sex
8323,3,0,3,0,1,"Bitches, bitches, bitches."
8324,3,1,2,0,1,"Bite me bitch , chew on a 19 footer"
8325,3,0,3,0,1,Bitzy probably popped a Percocet before she had these drinks with Mellie. She seems like that kind of of trill ol' bitch. #ScandalABC
8326,3,0,0,3,2,"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS"
8327,3,0,3,0,1,Blac Chyna's ass should've threw him off first of all. It's wop sided and those cheek piercing trashy as hell.
8328,3,0,3,0,1,"Black Dynamite! &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""All the hoes gone?! My dick harder than slavery!"" *wall-slides*"
8330,3,3,0,0,0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
8331,3,3,0,0,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
8333,3,3,0,0,0,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
8334,3,0,3,0,1,Black twitter needs to get off Paul George dick about him impregnating a stripper. Wiz did. Tyga did. Kanye turned a hoe into a housewife
8335,3,0,3,0,1,Blah blah Idgaf bout you crazy ass bitch
8336,3,0,3,0,1,Blah blah blah blah.. How it sound when these bitches talk &#128530;&#128564;
8337,3,0,3,0,1,Blah. In all honesty.... I just need some pussy. That's it
8338,3,0,2,1,1,Blatt trash too ... but twitter said he was good
8340,3,0,3,0,1,"Blocked his fuzzy butt&#128522; .@odifass: @veritaz @TarekFatah @TarikSalym Ignore this low life creature...."""
8341,3,0,3,0,1,"Blonde bitch wit her blue eyes, like butter when she spread"
8342,3,1,2,0,1,Blood this nigga Dion retarded
8343,3,0,3,0,1,Blow up the pussy like Hussein. Bitch look at me crazy like who's sane? @RavenxMiyagi
8344,3,0,3,0,1,Blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe.
8345,3,1,2,0,1,"Blunt to the head, fuck Feds, I eat pussy till my tongue red"
8346,3,0,2,1,1,Boats n hoes boats n hoes gotta have me my boats n hoes!!!!!!!
8347,9,1,8,0,1,Bobby bitch
8348,3,0,3,0,1,Bobby bitch dropping in five minutes though .... Let that sink in &#128588;&#128588;
8349,3,0,3,0,1,Bobby bitch&gt;Hot nigga
8351,3,0,3,0,1,Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade
8353,3,0,3,0,1,Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die
8354,6,0,6,0,1,Boney ass bitch farting out mini basketballs &#128514;
8355,3,0,3,0,1,Boosie ran this hoe
8356,3,0,2,1,1,Boozer so trash
8357,3,0,3,0,1,Bored then a hoe in the auditorium &#128557;&#128299; hmu! http://t.co/V8tgqHEAg8
8358,3,0,3,0,1,Bored then a hoe! Listening to these fuck ass adults lecturing us with @__vercetti http://t.co/NyBO16RMsh
8359,3,0,3,0,1,Boss ass bitch remix &#128514;&#128514;&#128557; https://t.co/jxGBWZ8bHo
8360,3,0,3,0,1,Bossd up on my old hoes
8361,3,0,0,3,2,Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America http://t.co/4IfJwoeSDR via @RealJTP
8362,3,0,3,0,1,Both but that was the old me lol RT @KandyYAMMSZ U be havin bitches on deck for the sex or it's a new joint every time?
8363,3,0,3,0,1,Both of my bitches drive range rovers
8364,3,0,3,0,1,Both of them hoes losers and need to hit the gym
8365,3,0,2,1,1,Both trash but I guess they got tired of Chalmers trash starting RT @EverybodyHatesX: How chalmers lose his job to Norris Cole? Lmfaoooo
8366,3,0,3,0,1,Both y'all pussy son beat it http://t.co/cbnjo5WJ
8367,3,0,3,0,1,Bought that bitch mozzarella sticks. Bitches love mozzarella sticks
8368,3,0,3,0,1,Bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. Check out is literally in 5 mins tho
8369,3,0,0,3,2,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal!!!!! #VinylGasm #Re-Machined"
8370,3,0,3,0,1,Bout tht time where the hoes are gettin dicked down
8372,3,1,2,0,1,Bout to bust this bitch wide open. Such a waste of money!
8373,3,0,3,0,1,Bout to dub dis bitch
8374,3,0,3,0,1,Bout to get a breasts reduction these bitches be in the way&#128530;
8375,6,0,0,6,2,Bout to make some brownies in a few.
8376,3,0,3,0,1,Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;
8377,3,0,2,1,1,Bout to smoke a 3.5 n dis bitch .. #Pollution
8378,3,0,3,0,1,Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start
8379,3,0,3,0,1,Bouta Rasengan all these stupid bitches
8380,3,0,3,0,1,"Bow down bitches, bow down bitchess"
8381,3,0,3,0,1,Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot
8382,3,0,3,0,1,"Boy Yo bitch a lame , Dont Nobody Know Her but you"
8383,3,2,1,0,0,Boy Yung thug is a fag
8384,3,0,3,0,1,Boy a bitch STILL ain't got the proper amount of sleep &#128514;&#128557;&#9995;&#128553;
8385,3,0,3,0,1,Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period &#128514;&#128514;&#128514; i was yelln n shit
8386,3,1,2,0,1,Boy these downlow niccas should be ashamed
8387,3,1,2,0,1,Boy you gotta turn that Nikki song all the way down on the volume kuz it's trash ... But that the ass fat lawd&#128525;&#128525;&#128525;&#128588;&#128588;&#128588;
8388,3,0,3,0,1,Boy! &#128514;&#128514;&#128514; RT @jwill252: Some hoes be setting themselves up for failure shit be so funny!! I'm sleep tho &#128526;&#128526;&#128514;&#128514; http://t.co/aixoa7M7bT
8389,3,0,3,0,1,Boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal.
8390,3,0,3,0,1,Boys dont wanna seem like bitch thats why they dont express feelings like us females do
8391,3,0,3,0,1,"Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers."
8392,3,0,3,0,1,Boyyyyy if I had a bitch who pussy taste lil mama's spaghetti.... THAT WOULD B 1 HAPPY BITCH!!!&#8230; http://t.co/2Qy0dQokmg
8393,3,0,3,0,1,Brackin in da bity boolin wit sum bitches straight bleedin
8394,3,0,2,1,1,Brad Pitt is older than Charlie Sheen. What the fuckkkkkkkkkkkkk.
8395,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas."
8396,3,0,3,0,1,"Brag bout your hoes, you prolly get 0 to no pussy."
8397,3,0,3,0,1,Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female.. Then all you can do is laugh..
8398,3,0,1,2,2,Brandon Jennings trash
8399,3,0,3,0,1,Break shit fuck the law....grrrr...fuck that shit...punch that bitch!
8400,3,0,0,3,2,Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0
8401,3,0,1,2,2,Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&#8230; http://t.co/UajUkcoAfV
8402,3,0,3,0,1,Breaking News: ur a little bitch
8403,6,0,6,0,1,Breaking yo bitch like a KitKat nigga
8404,3,0,3,0,1,"Breakup Anthem &#128680;&#128680;&#128680;""We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact"" &#128526; https://t.co/bnqd4FifRq"
8405,3,0,3,0,1,Breezy gotta sleep this hoe
8406,3,0,3,0,1,"Briahna told me the best advice I ever gave her was that it ""aint nothing to cut dat bitch off"" lmao."
8407,3,0,3,0,1,"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins"
8408,3,0,0,3,2,Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM
8409,6,2,4,0,1,Bring a niggah some icecream
8410,3,1,2,0,1,Bring another bitch for a real nigga.
8411,3,0,3,0,1,"Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;"
8412,3,0,3,0,1,Bro I'm bored then a hoe rt
8413,3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh"
8414,3,0,3,0,1,Bro what in the fuck y'all bitches thinking ... That is not ok
8415,3,0,3,0,1,"Bro's before hoes, not bro's over your girlfriend"
8416,3,0,3,0,1,"Bro's before hoes, not bro's over your girlfriend..."
8417,3,0,3,0,1,Broke bitches be like oh he Got MONN-NEYYY
8418,3,1,2,0,1,Broke bitches make me sick
8419,3,0,3,0,1,Broke bitches on my tl...
8420,3,0,3,0,1,Broke bitches that talk shit those the ones that I stunt for &#128526;
8421,3,0,3,0,1,"Broke bitches that talk shit, now them the bitches I stunt for &#9994;"
8422,3,0,3,0,1,Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;
8423,3,1,2,0,1,Broke pussy boy Deion's record.
8424,3,0,2,1,1,Broner would still knock half u niccas out
8425,3,0,3,0,1,Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess I'm gucci with that &#128527;&#128076;
8426,3,0,2,1,1,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!"
8427,3,0,0,3,2,Brown is a color so my eyes are colored
8428,3,0,1,2,2,Brownies brownies brownies
8429,6,0,0,6,2,Browns and redskins shouldn't be considered nfl teams
8430,3,0,3,0,1,Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk
8431,3,0,3,0,1,Bruh I'm ready to get this four wheeler that bitch is fast asf
